id    la  content
01598  0  제 생각엔 칠리레드와 오렌지 브라운과 진한브라운과 브릭이 어울리는 건 좀 더 갈웜 딥에 가까우신 것 같아요!! 추천 틴트는 영상에두 있지만힌스 무드 인핸서 리퀴드 글로우 언락 추천드랴영!
01601  0  이거 색도 이쁜데 얼굴이랑 몸에 뿌리기 좋았어요 ㅎㅎ
01605  0  어퓨 풀샷 아이글리터 추천해유!!  어퓨 메이크업 라인이 가성비 진짜 좋잖아요👍👍 요거는 입자가 고운편인데도 존재감 넘쳐서 포인트로 쓰기 넘 좋아요💕(올리브영엔 아마 없을꺼에요🥺)
01609  0  크림은 아니지만 유리아쥬 배리어덤 시키토터 추천 드려요!속건성에 딱 좋고, 느낌은 로션 + 토너 느낌이에요. 무거워 보이지만 바르면 전혀 무겁지 않답니다!#유리아쥬 
01613  0  이즈앤트리 어니언 뉴페어 겔 크림!유분기 없이 보습감이 오래 가서 좋아요:)샘플 쓰고 좋아서 본품까지 데려온 제품💜
01618  0  제 인스타 계정이에요! 글로잉 레드 완전 애용 중이미다🤍
01619  0  웨메 무드업럭스네일 완전 빨리 말라요그리고 바를때 손톱 끝을 한번씩 슥슥 해주면 유지력이 좀 올라가요!!
01620  0  베이스립 추천이요!
01621  0  뒤에 발색영상이 더 있는데 길이가 안돼서 짤렸네요ㅠㅠ 벽돌립 모음이에요!!궁금하시다면 제 인스타로 오시면 있습니다:)
01622  0  완전 여쿨라 저격 팔레트🤍
01623  0  웜톤 데일리메이크업 이에요🤍🤎🧡
01624  0  저두 궁금해요!!!!저는 코코아 베이지 이거 사구 싶은데 ㅜㅜ 혹시 써보신 분 저두 정보 공유해주세용 ㅎㅎ❤️❤️
01625  0  립리프 스티밍 립밤 추천드려요:)입술에 여리여리한 색감과 건강한 윤기를 더해 줘서 데일리로 슥슥 바르기 좋더라구요
01629  0  사용하는 크림이 자주 바뀌긴 하지만 요즘 잘 쓰는 크림은 요거에요 ! #퍼미덤페이셜크림 일단 튜브타입이라 쓰기 너무 편하더라구요 😆
01631  0  최애조합 #러쉬 러스트 + #키엘 오리지널 머스크에요 💓 특히 러쉬 러스트는 달고 진한 자스민 생화 향이라 제가 제일 아끼는 향이에요 ✨ #향수
01632  0  쿠션하면 클리오를 빼먹을 수 없죠 😉 요즘은 #클리오스테이퍼펙트벨벳쿠션 사용하고 있어요 ! 밀착력도 좋고 벨벳 마무리감도 만족 💓 #쿠션
01633  0  전 사용해 본 톤업크림들 중에서도 되게 자연스러운 편이라고 느꼈어요 ! 하얘진다기보다는 화사해진다고 해야하나 ? 자연스러웠어요 👍#나인위시스 #톤업크림
01635  0  저번에도 올렸던 클립인데 캐트리스 쉬어 뷰리파잉 립밤 좋아요! 비건 틴트 립밤인데 자연스러워요👍
01637  0  ✨후보 1✨ 뉴트로.ver
01638  0  ✨후보2✨ 데일리.ver
01639  0  ✨후보3✨ 코랄핑크.ver
01645  0  향을 좋아해서 기분에 따라, 코디에 따라 다양하게 뿌리곤 하는데요!영상 속 추천 제품은 1. 랑방 모던 프린세스 오드퍼퓸2. 글로우 바이 제이로 오데토일렛3. 살바토레 페라가모 인칸토 참 오 드 뚜왈렛 내추럴 스프레이 이외에도 가성비 시리즈로데메테르 / 달리아 추천 드려요!!달리아는 과일향수로 유명하기 때문에달콤한 향기를 좋아하시는 분들께 추천 드리고 최애 향수는 1번 랑방 모던 프린세스 랍니다ㅎ#향수추천 #랑방 #페라가모 #달리아 #데메테르 #향수 #저렴이 #고렴이
01646  0  인스타에 수제네일팁 찾으면 진짜 예쁜거많구요!자기 손 사이즈에 맞게 제작할수있는 곳으로 주문하세용!그리구 원하는 디자인이있으면 말씀드리면 해쥬시더라구요!제가 주문했던곳도 보여드릴게용!#수제네일팁#셀프네일
01647  0  제가 자주쓰는 네일팁이에요! 핑거수트!
01648  0  내돈내산하구제가 인스타에 리뷰한건데요!여기 사장님도 되게 친절해요네일 받고 너무 이뻐서기절해버렸잖아요 ㅠㅠ꼼꼼하게 잘 해쥬신답니다!추천드려요#수제네일팁#수제네일
01650  0  .
01651  0  여행갈 때 들고 다니기도 편하고!약산성 제품이라 피부의 밸런스도 맞춰주기 때문에 수부지 케어에 딱인 것 같아요!저도 수부지라서...아주 잘 쓰고 있습니다👍#메이크프렘 #수부지 #스킨케어추천 #수분크림 
01652  0  진짜 펄을 너무 좋아하는 자칭펄덕후인대요!✨ 가성비 갑은 컬러그램 제품 진짜 추천 드리고 종류가 많아서 선택의 폭이 넓어요!!그리고 3CE도 꼭 써보셨으면 좋겠어요!!! 브러쉬가 얇아서 포인트 주기 짱 좋아요!!!#3CE #쓰리♡♡ #펄 #새도우추천 #컬러그램 #펄덕후
01653  0  완전 인생템이에요😉프렌즈 아이드롭은3가지 타입으로 나눠져 있어서선택의 폭도 넓고 렌즈 착용시에도 사용할 수 있어서 좋았어요!!그리고 쿨하이는 잠깨우기 용으로도 딱입니다ㅋㅋㅋㅋㅋㅋㅋ눈이 시릴 정도로 시원해서 처음 쓸 때 조금 놀랍기도 하지만금방 적응 되더라구요ㅎ#아이드롭 #인공눈물추천 #프렌즈 #안구건조증 #쿨하이
01659  0  영상 편집 어플이 정말 다양 하지만!!제가 사용하는 어플은 단 한가지 비타(VITA)입니다👍인터페이스 조작이 쉽고영상미를 높여줄 다양한 효과와똥손도 금손으로 만들어 주는 템플릿까지 정말 짱입니다!!!#어플추천 #VITA
01664  0  .
01665  0  저는 입생로랑 몽파리제품 너무 좋아해요 ♡ ♡ 
01667  0  미네스트 잼글로우 립스틱 촉촉하구 생각보다 지속력도 오래가서 립밤처럼 들고다니면서 발라용 ! ♡ 
01668  0  .
01669  0  저도 얼마 전에 화장대 청소를 해서 몇가지 없긴 하지만 제가 가지고 있는 것들을 보여 드리고 싶어서 남겨 봅니다!저는 클리오를 진짜 진짜 좋아해요완전 최애👍 그리고 페리페라도 존예입니다🤭#새도우팔레트추천 #팔레트추천 #새도우추천 #클리오 #페리페라 #3CE #데이지크
01670  0  .
01671  0  리즈다 라는 브랜드의 섀도우 인데펄감이 미쳤어요!! 브라운, 골드 느낌 좋아하시면 완전 추천입니다👍#리즈다 #새도우추천 #펄새도우 
01672  0  한파에도 끄덕 없는 최애 크림입니다!비플레인 캐모마일 인텐스 보습 크림👍약산성 비건 제품이라민감한 분들도 걱정없이 사용하실 수있어요!!!추운 날씨 이녀석으로 피부장벽을보호하고 있습니다...ㅋㅋㅋㅋㅋㅋ#비플레인 #보습크림추천 #보습크림 #캐모마일 #약산성 #비건제품 #비건 #겨울스킨케어
01675  0  떡지는게 싫다고 하셔서 뿌리는 타입을 가지고 왔어요! 샴푸하고 말리기 전에 뿌려주면 되는데 사용하기도 편하고 좋더라구요!!#헤어에센스추천 #트리트먼트 #노워시 #헤어미스트 
01677  0  맥 앰버타임즈나인 이요!
01678  0  .
01679  0  제가 실제로 사용하고 있는 네이처 제품이에요!
01681  0  헉슬리 핸드크림 모로칸 가드너에요! 향 짱좋아요🤍
01682  0  헉슬리 핸드크림 모로칸 가드너에요! 향 짱좋아요🤍
01683  0  저는 라네즈 쿠션을 사용 안 해봐서;;파운데이션 타입은 좋았거든요!!저도 수부지 타입이라 뽀송뽀송하면서 속이 너무 건조 하지 않은 그런 느낌을 좋아하는데 (세미매트?)클리오 파운데이션이랑 라네즈 파운데이션 아주 잘 사용하고 있습니다👍#클리오 #라네즈 #파운데이션추천 #베이스메이크업
01684  0  무쌍이다 보니까 아이라이너가 굉장히 중요한데 다양한 제품을 써 보고 지금 제가 가장 많이 사용하는 제품은 클리오 아이라이너인거 같아요!!발림성도 좋고 브러쉬도 부드러워서 섬세하게 표현을 할 수 있고 슈퍼프루프 제품인데 클렌징 할 때도 잘 지워져서 너무너무 잘쓰고 있어요!#블랙라이너 #브라운라이너 #아이라이너추천 #클리오
01685  0  제가 추천하는 아이브로우는 클리오랑 웨이크메이크 제품이에요!!!심이 얇은 제품들도 사용해 봤는데 저는 성격이 급한 사람이여서 쉽고 빠르게 그릴 수 있는 제품을 선호 하는 거 같아요ㅎ그래서 발림성이 좋은 제품들을 좋아하는데 클리오 제품 같은 경우에는 파운데이션을 바르고 나서 눈썹을 그렸을 때 굉장히 부드럽게 잘 발렸어요 웨이크메이크는 조금 단단한 제형이라서 쌩얼 메이크업할 때, 섬세하게 표현 할 때 사용하는 거 같아요!!#웨이크메이크 #클리오 #아이브로우추천
01688  0  각질제거, 모공관리까지!!!크림을 피부에 올리면 거품으로 변하는게 너무 신기해요!!저자극으로 관리하고 싶으신 분들한테추천드립니다!!#원데이즈유 #모공관리 #각질제거 
01689  0  저는 한콧만 바르고다니는데 자연스럽고 예뻐서 좋아요 ♡ 
01703  0  롬앤 말린 스트로베리 추천드랴용!☺️ 제가 갖고있는 쿨톤 팔레트 중에 제일 웜한 편인데 무난하게 쓰기 좋구 베이스 색상은 블러셔로 써도 예뻐욤🥺#롬앤 #말린스트로베리
01708  0  저도 탈색모라!! 찐템인데ㅎ노워시 트리트먼트&팩을 진짜 좋아해요!!머릿결도 부드러워지고물미역 각입니다!!
01710  0  바이레도 블랑쉬 추천드려요~! 화이트 로즈, 핑크 페퍼 등의 향료가 탑 노트여서 플뽀와 첫 향은 조금 다를 수 있지만 샌달우드, 머스크 등의 베이스 노트를 가져 잔향은 비슷 할 것 같아요! 완전 살냄새 느낌이랍니당~🕊#바이레도#블랑쉬#향수
01712  0  어뮤즈 듀 틴트 제품은 확실히 가볍고 글로우하게 발려요! 색상도 물먹 느낌이라 쿨톤 mlbb로 완전 체고👍🏻🕊#어뮤즈#틴트추천
01713  0  롬앤 듀이플 워터 틴트는 어뮤즈보다 쫀쫀하고 채도도 높더라구요! 완전 유리알 광택 너낌❄️  끈적임 없이 발려서 입술도 편안해요🐻#롬앤#틴트추천
01722  0  에스쁘아 꾸뛰르 립 틴트 샤인은 어떠세용!! 지금 할인도 많이 하고 있더라구용~ 케이스도 이쁘구 촉촉광 표현도 이뻐용~!#에스쁘아 #촉촉립 #꾸뛰르립틴트샤인 
01724  0  필리밀리 뷰러가 한국인 평균 눈곡선에 딱 맞아서 사용하기 편리해요!!거기다가 속눈썹 고데기까지 해주면 컬링이 더 예쁘게 오래 유지 됩니다🤍
01730  0  뷰러는 아묻따 시세이도죠!  뷰러하는법은 코코초님 영상 보시면 완전 도움됩니다 숨겨진 나의 속눈썹을 볼 수있어요 😣👍🏻  
01731  0  최근에 모공이랑 각질 닦아주는 용으로 썼는데 괜찮았어요!
01732  0  비누향기향수로 완전 추천합니다 가격은 사악하지만 넘 좋아요!
01734  0  플로럴향 좋아하신다면 한번 꼭 시향해보셨으면합니다☺️
01744  0   #루이본아이래쉬컬러 에요 ! 찝을 때 이물감이 덜 하고 부드럽게 찝혀서 속눈썹이 잘 빠지지 않더라구요본인 곡률과 맞는 뷰러 찾아서 불로 지져주면 그 만큼 잘 올라가는 방법은 없는 거 같아요 우리 모두 인생뷰러 찾읍시다 ✨ #뷰러
01747  0  요즘 너무 잘 쓰는  #에뛰드픽싱틴트 !! 바른 그대로 픽싱돼서 진짜 안묻어나요 신세계 ..... 💓 #립
01748  0  저는 매트섀도우 러버라 요거 엄청 잘 쓰고 있어요 💓  #릴리바이레드무드잇팔레트 입니듀 !! 제 최애는 2호 블룸잇 ✨  #섀도우
01749  0  수분앰플이 담긴  #나인위시스앰플바디로션 이에요 ! 진짜 촉촉한데 끈적임이 없어서 너무 만족스러웠어요 💙 #바디로션
01750  0  더바디샵 핑크그레이프후룻 오드뚜왈렛 추천드려요!제 인생 향수고.. 자몽향이 진짜 상큼달달해서 좋아하시는 분들 정말 많더라구요 ㅎㅎ 지속력은 시트러스라서 안습이지만 기분전환에는 짱👍이랍니당 #더바디샵핑크그레이프후룻  #자몽향수  #더바디샵향수
01753  0  영상은 크게관랸없는데속눈썹 펌 추천드립니다!너어무 만족스러워요!하지만!관리진짜 잘해주고정말 잘해주시는곳으로 가야해요아니면 돼지꼬랑지처럼되요 ㅠ관리는 영양제 꼬박꼬박발라쥬는거에요제일 중요합니당 ㅎㅎ #속눈썹펌  #속눈썹첨추천
01755  0  미미박스 아이라이너 추천드랴용!!다도장같은거 말구 라이너추첨드랴용 안지워져요 ㅎㅎ #아이라인 #아이라이너추천 #아이라이너
01756  0  패리페라 광택광택하게 이쁘게 발려요💕 #틴트 #페리페라
01757  0  아크웰 패드 추천드려용💕 #아크웰  #모공패드 #수준패드 #닥토패드
01758  0  분명 쿨톤 팔레트인데 웜톤이 써도 너무 이쁘더라구요!! #페리페라  #섀도우팔레트추천
01759  0  로션은 아니지만요렁걸로 팩 해쥬시면속건조에 도움 많이되더라구여!!토너팩 너무 좋아요 ㅎㅎ #더랩바이블랑두 #토너팩 #토너추천
01760  0  런슬로우 성분도 착하고 좋더라구요💕💕 #런슬로우 #수준크림 #크림추천
01765  0  글린트의 글리터섀도우팔레트랑 글리터젤 이에요~ 이 브랜드 글리터에 진심인 브랜드입니다ㅎㅎㅎ 진짜 반짝반짝하고 영롱해요~~!!💖💖 #글리터 #글린트 #글리터섀도우
01767  0  컬러들은 진짜 이쁘고든요 ㅠㅠ
01768  0  수제 네일팁검색하면 내가 원하는 디자인으로 내 손에맞게 만들어주셔요!진짜 만족스러워요
01769  0  여기도 되게 꼼꼼하게 해듀시더라구요 친절하시구 ㅎㅎ 전 대만적했어요!
01770  0  라카 여쿨님들이 쓰시기에 뽀용뻐용할거같아요 ㅎㅎ 색감 너무 이쁘거든요 ㅠㅠ #라카 #블러셔
01771  0  미미박스 글리터 ㄷㅐ놓고 강추드립니다진짜 찐으로 너무너무너무너무 이뻐요 ㅠㅠ까머귀 여럿 울렸습니다 ㅠㅠ #미미박스 #글리터
01772  0  발색 보여두릴게요!보석가루를 갈아서 작정하고 만든 글리터라 만족스러유실거에요  컬러는 4가지에요 #미미박스 #글리터 #섀도우
01775  0  요게 아이샤 1년재픔 ꔷ̑◡ꔷ̑ 넘 이쁘죠 요거말고도 그래픽 되게 다양하더라구요  #아이샤 #렌즈
01776  0  찐으로 만족스러워요 ㅠㅠ속건조잡기 너무좋아요 #더랩 #바이블랑두 #토너 #스킨
01779  0  와 1년 렌즈는 처음봐요!! 1년운 아니지만 6개월 렌즈는 어떠세요?? 포잉라인 바이올렛인데 제최애랍니다♡ 직경도 너무 크지않게 그래픽이 이뻐서 정말 편해요!!  #렌즈베리  #포잉 
01780  0  같은 라인의 그레이도 함께 추천할께용 ㅎㅎ저는 튀는 렌즈를 좋아해서 색감있는거 자주 쓰는데 브라운이나 그레이를 많이들 좋아하시더라구요♡  #렌즈베리  #포잉
01781  0  요거 제 최애에요😆❤진정감 듬뿍 들어간 티엘스 캐모마일 토너인데요은은한 향은 물론 열감오른 피부에 테스트했을때 제 기준 1등을 차지한 토너!!묽은 약상이라 솜에도 잘먹어용 ㅎㅎ
01782  0  요건 제 차애!!티엘스 콤부차 티톡스 에센스♡ 에센스지만 살짝묽은액상 타입이에요레이어링할수록 매끈하게 만들어주는 에센스에 감탄 그자체..!!티엘스 브랜드는 발효를 기반으로 하니까 피부타입 확인하시고 구입하세용 ㅎㅎ
01783  0  데싱디바 어떠세요?? 짧은거나 긴 팁도 정말 이쁘고 긴팁같은경우 저는 살짝 길이를 줄여서 사용도 했어요!!
01784  0  * 영상은 참고용으로만 봐주세요!!저는 속쌍이다보니 연장보다는 펌을 추천해주셨어요 C컬이라 정말 공주님같은 눈은 아니지만 자연스럽게 올라가 정말 이뻣는데요눈타입에 맞춤으로하시는게 좋을것같아요~ 
01785  0  요거 찐달달한 향이에요!! 사과같으면서도 끝은 상큼하더라구요~
01786  0  요게 각질이나 모공케어하기 정말 좋았어요~스킨케어는 살짝 자극적인것 같고 닦아주는 패드도 정말 좋더라구요 케어하기편해요!!
01788  0  아쉬운게있다면 힘을 좀 주셔야해요;; 
01790  0  제 비추천은 스킨푸드 당근패드...인기쟁이라 기대가 컸는지 실망도 컸어요..ㅠㅠ
01791  0  입생 리브르 오 드 빠르펭과 조말론런던 위스테리아 앤 라벤더 코롱 좋아해요♡ 조말론은 시즌때산거라 지금도 있는지 모르겠어요~~
01793  0  저는  #에뛰드순정패드 엄청 잘 썼어요 ! 순하고 촉촉해서 매일 써도 자극없이 굳굳 💙 #토너패드
01794  0  음영러버인 저도 이건 사야해를 외쳤던  #언리시아탭미팔레트 에요 글리터가 진짜 예술... ✨💓 #글리터  #섀도우
01795  0   #비티스테이실드라이너 에요 ! 이름부터 '스테이실드' !! 고정력이 좋아서 잘 안번지더라구요  #아이라이너
01796  0   #운포키토스타터키트 에요 !! 활용성 좋은 브러쉬 4개로 구성되어 있고, 저는 블러셔&노즈쉐딩&베이스섀도&포인트섀도 용도로 사용하고 있어요 👍 #브러쉬
01797  0  저는 최근에 아비브요! 할인살때 샀는데 괜찮더라고요
01806  0  저는 아크웰 패드 넘넘 좋더라구요☺️성분도 착하고  #아크웰 #토너패드
01807  0  저도 산증인이요 ㅋㅋㅋ마스카라 아이라인까지 다 지워져서깜놀했어여솔직히 잘 안지워질거라고 생각했거든요 ㅋㅋㅋㅋ그리고 요게 자연식물성뷴이있어서차가운곳에 두면 나올때 좀 뻑뻑하게 나올수있어요그럴땐 따뜻한뮬에 잠시두면 잘나온답니다튜브형식이라 간편하고정말 잘지워저요! #메디필 #클렌징밤
01809  0  요게 바로 어마니께서 극찬극찬하신 로하시스 아이팩이에요! #로하시스 #아이케어 #아이팩 #눈가관리
01813  0  롬앤 쥬씨 래스팅이요 촉촉그자체,,
01814  0  .
01815  0  .
01821  0  .
01822  0  .
01823  0  저 최근에 속눈썹 펌 했는데 만족 만족 대에에에에애애 만족이에요! 뷰러 할 필요도 없고 생얼에도 마스카라 한 느낌이여서 너무 좋아요 연장이 좀 부담스럽다면 펌 완전 추천해요👍👍
01824  0  까악까악....16브랜드 마이매거진 2종 투척하고 갑니다.... 요기도 아주 펄파티에요✨
01825  0  입큰 팩트가 제가 사용했던 것 중에는 가장 덜 묻어났던 것 같아요! 저는 약간 복합성 피부인데 속건성은 잡아주되 마무리감은 되게 실키해서 사용하기 괜찮았어요! 다만 아무리 덜 묻어나는 팩트 사용하고, 픽서 해도 묻어나는건 어쩔 수 없더라구요😂 코로롱 전멸이 답,,,ㅠㅠ
01826  0  저번에도 올렸던 것 같은데 베리썸 아이라이너 지속력 좋아요👍 유분에도 강한 타입이라 무쌍 분들께도 추천해요!!
01827  0  어퓨 과즙팡라인 틴트 광택이 진짜 고급저요👍 끈적임 전혀 없는 질감에다가 가볍고 가성비까지 귯!!
01828  0  아묻따 입큰 퍼스털 무드 팔레트 추천해요✨ 펄땡이까지 완벽한 쿨톤 무드 팔레트 랍니당❤️
01830  0  홀리카홀리카 베이비 실키 바디 때필링 추천드려요:)뿌리고 손으로 슬슬 문지르기만 하면 각질 케어 1분컷😆
01835  0  다 필요없급니다버세린 발에 드으으으으으음뿍 바르시고그냥 주무시면 이불에 뮫으니까일회용 비닐팩 같은거 발에 씌우시고그냥 주무셔두되고그위에 수면양말신고주무셔도갠찮더라구요!강추드립니다👍
01837  0  저는 유통기한 지났거나 제조된지 오래된 상품을 꿈치크림으로 써요 ㅋㅋ
01839  0  논픽션 핸드크림 추천해요!가격은 후덜덜하지만 유분 적어서답답한거 싫어하는 저도 잘 사용하고 있어요비싸서 그런지 향도 고급스럽게 좋고 오래가더라구요 ㅎㅎ  #핸드크림 
01842  0  라카 피오니라는 블러셔인데요여라보다는 여브템이긴 하지만 너무 예뻐서 여쿨이시면 사용해주셨으면 좋겠어요 ㅠㅠ저는 진하게 발랐지만 연하게 바르면 충분히 여라도 사용할 수 있다고 생각합니다! #여라  #블러셔  #여쿨
01844  0  이번에 어바웃톤에서 나온 섀도우팔레트 2호인데 영롱함 장난 아니지 않나요 ㄷㄷ제형도 넘 부드럽게 발리고 밀착력도 좋아서 강추해요
01845  0  천사연구소 필링 토너 패드 만족스럽게 사용했어요~ 패드가 한쪽은 살짝 거친 거즈면으로 각질이랑 피지 등 제거해주고 반대쪽은 엠보면으로 피부 정리정돈 해줄 수 있어서 한통 뚝딱! 잘 쓴 템이에용!! #거즈패드 #모공패드
01847  0  니들리 시카토너 패드에요!! 굉장히 순하고 면도 연해서 피부에 자극이 없는 제품이에요!!
01849  0  코스알엑스 프로폴리스 토너에요!! 수분감이 엄청 나는 아이라서 피부 상태 않좋은날 요 제품 사용하면 좋은 제품이에요!!
01852  0  앤 365 리치앤 내추럴 시리즈 추천드려요 ♡ 
01854  0  .
01855  0  제 추천템도 알려드릴께요원데이즈유 시카밍30 데이즈마스크에요
01857  0  니들리 데일리 토너패드요 ♡ 
01859  0  기존에 사용하는건 에이르보 헤어에센스에요!! 라벤더 향이 정말 너어무 좋아요♡
01869  0  비건 브랜드 글리터 맛집 언리시아 아주 적극 추천합니다 ㅎㅎ 눈뿐만 아니라 헤어나 바디에 사용해도 되고 영롱함이나 반짝임이 대단해요~ #언리시아  #글리터  #언리시아글리터
01870  0  우선 끈적이지 않아 일반모부터 염색모 다 사용가능하고 머릿결이 차분해지면서 건조함도 잡아줘요. 향도 고급스럽고 용량도 135ml에 가격은 25,000원이라 많이 부담스럽지 않을듯해요~ #아쿠아드폴리헤어에센스  #헤어에센스
01871  0  렌즈타운 로맨티로즈 렌즈도 1년짜리랍니다.컬러도 예쁘고 서클렌즈도 부담스럽지 않아 눈매가 또렷하고 예쁘게 보여지네요. #렌즈타운  #로맨티로즈  #1년렌즈
01872  0  입생로랑 칠리프로보케이션은 오또세용??!
01873  0  키엘 오리지널 머스크 블렌드 No. 오드뚜왈렛 추천드려용!!저두 유튭에서 향잘알들의 영상 계속 보다가 안 제품인데!! 좋아봉ㅕ가지구용 ㅎㅎ
01874  0  지나가다 본 블로그에서 추천한 카메라캐논G7XMark3인데요!사실 제가 쓰는 카메라는 후지필름인데용.. 저는 풍경+인물을 많이 찍어서 캐논처럼 색감 정확하고 선명하게 나오는 게 뷰티 블로거들에게 좋을 것 같아요!! 그리구 틸트잘 되는 카메라루요!
01876  0  리벨라 프란스 부스터요 !시원시원한 분사에 피부에 흡수되고나서 건조해지는 일이 없더라구요💓🥰
01881  0  마이달리아 메이크업딥클린스틱
01882  0  저는 속눈썹 펌이요 ! 아이메이크업 할때 부덤이 더 적고 동글게 올라가는 눈썹이 넘 이뻐서 사진에도 더 자연스럽고 이쁘게 연출 될 거 같아요💓🥰
01884  0  컬러슬라이드 가닥속눈썹
01885  0  베이스립 위주로 모아봤어오맥 프렌치실크 빼고는 가을 웜톤에 잘 어울릴거예요!!
01886  0  저 수부지 피부인데 겨울에는 극건성이 되서 요즘 이 제품에 빠졌어요얼라이브랩 아이스크림 ! 이거 화장하기 전에 바르면 피부도 매끈해지고 화장 진짜 잘먹어요 ㅠㅠㅠ 수분감도 짱짱하고 💚🥰
01887  0  저는 힌스 파데요 ! 진짜 안바른듯 가볍고 살짝 보송하구요 피부표현이 진짜 이뻐요 !! 색감도 이쁘구
01888  0  헤라 신상 보라쿠션이여!! 모공끼임도적고 피부표현 진짜 이뻐요 커버력도 있으면서 얇고 가볍게 발려서 인생템 등극🙆‍♀️💗💗💗
01889  0  저는 메디필에 아기모공 콜라겐 패드요!! 패드도 큼직하고 내용물도 좋아서 피부가 건강해지는 느낌이에요! 모공 수축효과도 있는거 같아요
01891  0  데이지크 플라워북 팔레트데일리한 구성에 펄도 너무 이뻐요 !
01892  0  글린트 추천드려용!! 이 집도 글리터에 진심인 집이에요ㅋㅋㅋ 섀도우 팔레트도 거의 글리터 파티구요, 글리터 젤이라고 스팽클 펄만 또 들어있는 제품도 있어용!!♡ #글린트  #글리터  #섀도우
01893  0  에뛰드 블루베리 우유도 이뻐요💓💓
01894  0  이니스프리 에어리 매트 립스틱 코랄랜드 색상은 어떠세용!!? 매트립인데 우선 촉촉해서 별로 안 건조하구요 색상도 살짝 코랄로즈빛이 섞인거라서 둥둥뜨지 않고 생기있게 표현되요~ 베이스로 쓰기도 좋구 단독으로 써도 괜찮더라구용! #매트립  #베이스립  #누드립  #에어리매트  #코랄랜드
01898  0  저도 가을웜톤이에요~!!😆 뮤트는 아니지만.. 뮤트톤도 쓰시기 괜찮을거 같은 컬러 찾아봤어요!! 베리썸 피넛이랑 롬앤 멜팅베이지이에요~ 둘다 데일리로 사용하기 괜찮은 컬러라서 들고와봤어용!ㅎㅎ #베리썸  #멜팅베이지  #베이지블러셔
01900  0  .
01901  0  제가 쓰고 있는 제품인데 정말 순하고 모발빠짐도 덜하고 모근이 튼튼해지는 느낌이 정말 느껴져요!! 상쾌한 마무리감이고 거품도 잘 나고 유분도 늦게 올라와서 보송함을 오래 유지할 소 있습니다! #샴푸  #탈모샴푸 
01902  0  속눈썹 바짝! 올라가게 뷰러하는법!!정말 간단해요!1. 먼저 속눈썹 뿌리에 정말 가깝게 중간부분에 찝어주고2. 눈 굴곡에 맞게 눈앞부분 속눈썹을 찝어주고3. 눈꼬리 부분까지 이렇게 3등분 나눠서 뷰러를 찝어주면 어느 부분 빠지지 않고 모두 잘 올라가게 찝어줄 수 있습니다💫  #뷰러  #속눈썹 #뷰러하는방법
01903  0  이 영상에서 사용한 제품들 모두 입자가 커서 정말 화려하고 설명란에 있는 브랜드들이 글리터를 진짜 잘 만드는 브랜드라 저 브랜드들 글리터 모두 추천이요!! 화질이 조금 선명하지 않게 나왔는데 CHOARA조아라 채널에서 무펄 펄잔치 메이크업 보시면 좀 더 선명하게 보실 수 있어요;) #글리터  #글리터추천  #16brand  #터치인솔  #스틸라  #컬러그램톡
01905  0  미용인이라면 다들 알고있는 브랜드인 커리쉴제품 추천드려요!! 저도 두통째 비워가고 있는데 저는 탈색을 8번? 9번 정도한 손상모인데 부시시한 차분하게 해주고 많이 사용하다 보면 에센스 사용하지 않아도 부시시하지 않고 빗질도 잘 되더라구요!! 향은 많이 달지 않은 복숭아티 향이 나서 바를때 기분도 좋아요🍑지금 할인도 하고 있어서 진짜진짜 강추!! #헤어에센스  #헤어제품  #커리쉴
01906  0  템버린즈 제품 추천드려요!!다른 피드에서 소개드렸던 제품이지만 정말 좋은 제품들이라 또 올립니다ㅎㅎ끈적임을 찾을 수 없을 정도로 없고 퍼퓸핸드크림이라 향이 너무 좋아요! 플로럴 향기 좋아하시면 posy 추천드리고 우드향 좋아하시면 다른 두 향기 추천드려요!! #핸드크림  #템버린즈
01907  0  디어렌즈 제품들 모두 다 1년 기간인 제품들이에요! 혼혈렌즈나 자연스러운 렌즈까지 다양하게 있고 1년렌즈치고 착용감도 너무 좋아서 4년정도 계속 구매해서 사용하고 있어요! 옛날 영상이지만 아직도 52번 12번 사용하고 있어요 제가 가장 좋아하는 호수입니다!! #디어렌즈  #렌즈추천
01908  0  전 클립과 반복되는 제품도 있지만 다른 제품들 연말에 사용하기 딱 좋은 제품이라 또 추천드려요!! 홀리카에서 글리터가 이쁘게 잘 뽑는데 연말파티나 클스파티 메이크업에서 사용하기 정말 좋은 어딕티브 펑크 추천드립니다✨#글리터  #글리터추천  #홀리카홀리카  #컬러그램톡  #3ce
01909  0  투쿨 브랜드의 비실리 라이너 브라운 컬러 추천드려요!! 저도 무쌍인데 절대 번지지 않고 브러쉬가 얇게 나와서 누구나 쉽게 그릴 수 있는 제품입니다! 학생때부터 사용했으니까... 대략 4~5년동안 꾸준히 사용한 제품입니다! 무쌍 아이라인 그리는 방법도 영상에 나와있고 제 채널에 오시면 무쌍 메이크업 영상 많으니 놀러오쎄요💓 #무쌍  #무쌍메이크업  #아이라인  #아이라인추천
01911  0  니들리 센서리 핸드크림 추천드려요💗
01912  0  너무 유명한제품이지만 어반디케이 스페이스키우보이 넘 예뻐요 ♡ 
01913  0  퓌 언네임드 b요 ♡ 
01914  0  클리오 쏘씸플 펜슬라이너요 ♡ 
01915  0  .
